id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17840126,TULPAN HOUSE-Double room4 in an antique greekhouse,19247240,Alexandra,,Beyoglu,41.03513,28.98347,Private room,380,1,4,2021-11-04,0.07,8,53,2,
17840570,TULPAN HOUSE-Twin room 1 in an ancient greekhouse,19247240,Alexandra,,Beyoglu,41.03513,28.98345,Private room,380,1,6,2019-12-02,0.11,8,52,0,
17841200,TULPAN HOUSE-Twin room 2 in an antique greek house,19247240,Alexandra,,Beyoglu,41.03523,28.9834,Private room,380,1,4,2021-09-23,0.08,8,48,1,
17841395,TULPAN HOUSE-TRIPLE ROOM2 in an antique greekhouse,19247240,Alexandra,,Beyoglu,41.0351,28.9834,Private room,460,1,0,,,8,51,0,
17858162,Super cute apartment in Burgaz!,91865396,Sevgi,,Adalar,40.88079,29.06581,Entire home/apt,520,7,0,,,2,365,0,
17873580,Gorgeous Boutique Hotel Room in Taksim #2,4604908,Savas,,Sisli,41.04393,28.98623,Private room,783,1,2,2020-11-30,0.04,14,363,0,
17874185,Gorgeous Boutique Hotel Room in Taksim #3,4604908,Savas,,Beyoglu,41.03992,28.98566,Private room,783,1,6,2021-11-07,0.10,14,364,1,
17876507,Feneryolu 2+1 geniş balkonlu ev,39241147,Salim,,Kadikoy,40.98328535903833,29.047870231331196,Entire home/apt,330,2,0,,,1,61,0,
17897407,Gorgeous Boutique Hotel Room in Taksim #4,4604908,Savas,,Sisli,41.04135,28.98425,Private room,858,1,20,2021-10-21,0.35,14,362,6,
17897613,Gorgeous Boutique Hotel Room in Taksim #5,4604908,Savas,,Sisli,41.04187,28.98433,Private room,858,1,14,2021-03-15,0.24,14,363,2,
17897634,Gorgeous Boutique Hotel Room in Taksim #6,4604908,Savas,,Beyoglu,41.0412,28.98416,Private room,858,1,11,2020-11-25,0.19,14,363,0,
17897640,Gorgeous Boutique Hotel Room in Taksim #8,4604908,Savas,,Sisli,41.04166,28.98431,Private room,858,1,5,2021-09-18,0.09,14,363,2,
17900726,"JADE, Cheerful&Peaceful Golden Horn View Apartment",5213558,Hatice,,Beyoglu,41.03016,28.97047,Entire home/apt,470,5,33,2021-12-13,0.81,6,323,3,
17916124,merkezi konum tek oda,122809874,Feray,,Fatih,41.01307,28.94036,Private room,250,1,0,,,2,179,0,
17935358,CAMPUCITY KADIKÖY KIZ ÖĞRENCİ YURDU,123003561,Campucity,,Kadikoy,40.99417,29.03133,Entire home/apt,125,1,0,,,3,31,0,
17936786,Luxurious Hotel Room in Taksim,22745013,Aston,,Beyoglu,41.03862,28.9832,Entire home/apt,866,1,41,2021-12-06,0.71,3,364,2,
17966628,In the heart of the city (Nisantasi),4479130,Gulsah,,Besiktas,41.04869,28.99877,Private room,235,1,0,,,1,362,0,
17971412,Triple room nicely located  beside Sultanahmet,110791987,Oceans Seven Hotel,,Fatih,41.00424,28.97966,Hotel room,1223,2,0,,,11,328,0,
17971704,Triple room nicely located  beside Sultanahmet,110791987,Oceans Seven Hotel,,Fatih,41.00424,28.97966,Hotel room,1223,2,1,2018-10-21,0.03,11,328,0,
17971804,Family room nicely located  beside Sultanahmet,110791987,Oceans Seven Hotel,,Fatih,41.00424,28.97966,Hotel room,1419,2,0,,,11,328,0,
17971836,Family room nicely located  beside Sultanahmet,110791987,Oceans Seven Hotel,,Fatih,41.00464,28.97965,Hotel room,1419,2,1,2018-04-04,0.02,11,328,0,
17975723,Large hotel room for 3 pax near Blue Mosque,92931531,Amir,,Fatih,41.00503,28.97083,Private room,520,2,20,2019-10-29,0.44,8,365,0,
17999722,Historic old city platinium house,36813454,Koksal,,Beyoglu,41.03325,28.97045,Private room,583,2,0,,,1,180,0,
18014865,"room for a couple, for one month",123859893,Ro,,Kadikoy,40.98268,29.02955,Private room,198,30,0,,,1,365,0,
18017356,Cozy apartment in the hip neighborhood near Taxim,6913107,Aras,,Sisli,41.0477,28.98275,Entire home/apt,361,3,4,2019-08-20,0.11,1,333,0,
18018890,"Spacious Istanbul apartment, close to everywhere",88974786,Sepren,,Besiktas,41.08338,29.03483,Private room,431,3,0,,,1,264,0,
18055041,Twin Bed Flat with Terrace,6784267,Tomurcuk Işıl,,Fatih,41.00411,28.96578,Entire home/apt,408,2,1,2017-08-04,0.02,5,86,0,
18055558,"Disinfected Historic Loft w/Terrace,View in Taksim",6403505,Bugra,,Beyoglu,41.02924,28.973721,Entire home/apt,1053,3,28,2021-12-21,0.55,2,296,21,
18149373,room for rent central location in mecidiyeky-şişli,125142343,Zuhal,,Sisli,41.06976,29.00228,Private room,117,1,2,2018-07-24,0.04,1,0,0,
18173628,One bedroom Penthouse with balcony,13555560,Ali,,Sisli,41.05266,28.98541,Entire home/apt,1000,30,3,2019-03-05,0.05,2,170,0,
18174049,A Harmony of Modern&Traditional,125371082,Serdar Selçuk,,Kadikoy,40.98574,29.03362,Entire home/apt,908,5,7,2021-10-10,0.21,2,0,4,
18182776,Tüyap and apartment close to the main road,125464957,Ezgi,,Esenyurt,41.02296,28.63581,Private room,223,2,0,,,2,89,0,
18188456,Livanur Deluxe Room,21844127,Ogün,,Pendik,40.87692,29.2304,Hotel room,383,7,1,2018-05-31,0.02,9,365,0,
18195219,http://www.beylikduzundegunlukkiralik.com/,125575806,Isa,,Esenyurt,41.02327,28.62725,Entire home/apt,500,1,0,,,1,179,0,
18196622,Soyak sitesi dinlendirici mekan,125589598,Ahmet Ruşen,,Uskudar,41.01849,29.02838,Private room,100,1,0,,,1,89,0,
18243761,On the E-5 line 2+1 deluxe,89870641,Başaran,,Eyup,41.03766,28.93408,Entire home/apt,536,8,11,2018-08-31,0.19,1,365,0,
18263596,"""Paşa House: 3 Bedroom Duplex With a Terrace""",20921353,Doruk,,Sisli,41.05262,28.97481,Entire home/apt,621,5,8,2021-12-18,0.66,1,325,8,
18300294,Istanbul -- You Could Not Get Any More City Center,46026691,Eyp,,Beyoglu,41.02658,28.97517,Entire home/apt,840,2,212,2021-12-06,3.73,13,170,46,
18318533,Carina Park Suites & Residance #8,24787952,Onur Salih,,Sisli,41.05677603961616,28.990960161392245,Entire home/apt,815,1,3,2021-10-07,0.07,8,356,1,
18338367,Malua Cihangir Istanbul,45424389,Anya,,Beyoglu,41.03248,28.98679,Entire home/apt,11661,1,0,,,1,57,0,
18344704,Lovely apartament in the heart of Besiktas,52286574,Valentina,,Besiktas,41.04778,28.99765,Private room,373,1,0,,,1,365,0,
18346825,Heart of the Oldcity Near Sultanahmet & Taksim SQ,115778222,Ahmet,,Fatih,41.00953,28.95078,Hotel room,508,1,43,2021-10-28,0.76,2,360,3,
18367636,cute room in nice neighbourhood,42510334,Bugra,,Besiktas,41.08733,29.02749,Private room,233,2,3,2019-06-29,0.06,1,180,0,
18379786,Noble22 Sea View Terrace Suite,109778119,Duygu,,Beyoglu,41.03302,28.98881,Private room,2647,1,5,2020-08-30,0.09,10,348,0,
18384706,DOUBLE ROOM WİTH SHARED BATHROOM,41041947,Mustafa,,Fatih,41.0151,28.97837,Private room,350,1,0,,,3,0,0,
18400232,Noble22 Garden Suite,109778119,Duygu,,Beyoglu,41.03557,28.98768,Private room,2142,1,7,2021-12-09,0.19,10,355,3,
18401837,Cozy Room in Center!,38095170,Deniz,,Besiktas,41.09194,29.01152,Private room,583,1,1,2017-11-02,0.02,1,365,0,
18401984,BEST LOCATION IN ISTANBUL ETILER,73922145,Yasmin,,Besiktas,41.08532,29.03229,Private room,144,3,3,2021-11-25,0.41,1,355,3,
18402225,ev,127343006,Beytullah,,Kagithane,41.0752,29.00365,Shared room,286,1,0,,,1,180,0,
18412429,Dilek's House,121625034,Dilek,,Adalar,40.87769,29.09889,Entire home/apt,758,1,23,2019-12-08,0.41,1,89,0,
18437890,Clean and Cosy Room at the Heart of Istanbul,4196651,Ozgur,,Kadikoy,40.9815,29.02125,Private room,750,3,1,2018-12-19,0.03,1,363,0,
18445516,mininova hotel,127838186,Saadet,,Fatih,41.00496,28.98134,Private room,840,1,67,2021-11-20,1.18,4,364,15,
18458211,Kalite ve rahatligin adresi,127982820,Yankı,,Esenyurt,41.01107,28.68531,Private room,339,2,0,,,1,87,0,
18459241,Istanbul Private Group hosel.,34123974,Ahmet,,Fatih,41.00708,28.97968,Private room,11661,20,0,,,4,365,0,
18466066,TURK ART KONUK EVİ,34123974,Ahmet,,Fatih,41.00784,28.98095,Private room,11661,15,0,,,4,365,0,
18466271,SULTANAHMET PRİVATE ROOM.,34123974,Ahmet,,Fatih,41.00763,28.98015,Private room,3498,1,0,,,4,365,0,
18469691,Apartment with  WIFI-Kitchen-Balcony in CIHANGIR,128093488,Enes,,Beyoglu,41.02931,28.98255,Entire home/apt,1322,1,5,2021-09-09,0.12,5,229,4,
18505323,abbasağa beşiktaş,128428842,Tuğçe,,Besiktas,41.04743,29.00537,Private room,155,1,0,,,2,178,0,
18514204,kadıköy yeldeğirmeni cozy house,53250628,Belgin,,Kadikoy,40.99705,29.03003,Entire home/apt,466,2,3,2018-12-27,0.07,1,358,0,
18522394,Private Room in Luxury Flat Nişantaşı Area,34577008,Aysegul,,Sisli,41.05778,28.99322,Private room,292,1,1,2018-08-04,0.02,1,269,0,
18522818,Triple and double rooms Blue mosque,52004703,Mehmet Emin,,Fatih,41.00458,28.97931,Private room,583,1,1,2017-10-01,0.02,1,364,0,
18523593,GREAT LOCATİON,18493487,Oğuz,,Fatih,41.01378,28.9264,Private room,103,1,3,2019-12-30,0.05,1,363,0,
18524110,"Close to the Historical Centre, Feel at Home",106037594,Rukiye,,Beyoglu,41.04357,28.94899,Private room,100,2,6,2020-03-13,0.16,1,0,0,
18540116,Apartment in the heart of Istanbul,128681524,Fouad,,Fatih,41.00981,28.93642,Entire home/apt,567,3,8,2019-09-25,0.18,2,0,0,
18541950,Fully Furnished Flat in Residence Blocks,13594447,Shanti,,Esenyurt,41.01912,28.64521,Entire home/apt,400,15,15,2021-05-15,0.28,2,335,2,
18542670,Studio Apartments in Old town 5,26618301,BeyazıtHan Suites,,Fatih,41.00662,28.96706,Entire home/apt,356,1,103,2021-11-30,1.82,9,349,17,
18550752,Fresh & cozy residential flat in Sisli,666066,Ali,,Sisli,41.05831,28.98196,Entire home/apt,824,30,1,2017-05-24,0.02,11,304,0,
18554625,Home sweet home,128812993,Enes,,Beyoglu,41.02671,28.97704,Private room,1638,1,13,2021-11-17,0.27,13,174,5,
18555432,Deluxe Studio Flat,128812993,Enes,,Beyoglu,41.02768,28.97768,Private room,828,1,11,2019-03-27,0.21,13,177,0,
18557687,"Kadıkoy, Moda | 1 Room",114877839,Ali Cengiz,,Kadikoy,40.9822,29.0242,Private room,155,3,0,,,1,363,0,
18563822,At Cihangir 3 minutes Taksim Square,128874994,Deniz,,Beyoglu,41.03502,28.98652,Private room,155,15,18,2017-10-15,0.32,1,304,0,
18564222,cozy room with free wi-fi.,128879252,Nur,,Sisli,41.05352,28.97835,Private room,150,2,65,2021-12-09,1.17,4,333,6,
18576573,Newhouse (No 202),128975702,Mhmet,,Beyoglu,41.03992,28.98107,Private room,420,2,8,2019-06-29,0.19,3,145,0,
18582169,"Roommate for the luxury Home, 110 m2 at Ataşehir",129013976,Hakan,,Atasehir,40.98968,29.12141,Private room,206,3,0,,,1,364,0,
18591234,Modern Studio ( Beyoğlu Galata ),128812993,Enes,,Beyoglu,41.0247,28.97551,Private room,905,1,4,2020-09-20,0.08,13,179,0,
18604130,Light and bright apartment with great views.,17200205,Koray,,Beyoglu,41.03038,28.97518,Entire home/apt,611,2,181,2021-12-15,3.24,1,339,32,
18605558,tarih ile iç içe konaklama,96857011,Emir,,Fatih,41.00333,28.97221,Private room,580,2,1,2019-09-15,0.04,4,304,0,
18623650,Luxury hotel room in the real heart of Sultanahmet,98708998,Mehmet,,Fatih,41.003361,28.975285,Private room,934,1,50,2021-12-12,1.02,6,353,21,
18627575,"OLD CİTY AREA, 5 GUEST, COZY FLAT WİTH JACUZZİ",125293499,Byr,,Fatih,41.00661,28.96582,Entire home/apt,373,25,25,2020-03-03,0.52,1,0,0,
18631616,You are gonna feel relax like in your frıend house,103035913,Recep,,Bakirkoy,40.98379,28.8752,Private room,226,1,0,,,2,179,0,
18639443,Shared apartment and terrace w/wiev in Üsküdar,129444358,Esra,,Uskudar,41.01179,29.01572,Private room,350,2,2,2019-01-12,0.05,1,87,0,
18643645,Ham Radio Station Room,129541271,Cem,,Maltepe,40.94288,29.13713,Private room,7342,2,0,,,1,365,0,
18648156,Lovely and Cozy Flat,47117076,Canan,,Beyoglu,41.03438,28.98027,Entire home/apt,700,1,4,2018-05-21,0.07,1,0,0,
18653201,"Levent, İstanbul",44387517,M.Azad,,Sisli,41.07555,29.00695,Private room,175,2,20,2021-09-24,0.38,2,333,2,
18654559,Twin Bed Room in Beşiktaş,129628401,Fırat,,Besiktas,41.05672,29.00732,Private room,100,1,0,,,1,90,0,
18669283,The house of your dreams offers ancient experience,20256211,Side,,Beyoglu,41.03283,28.98614,Entire home/apt,2216,3,2,2018-06-19,0.04,1,365,0,
18681739,Relax room in Ortaköy,43846432,Teoman,,Besiktas,41.05199,29.0217,Private room,279,1,0,,,2,183,0,
18682796,New apartment with fast internet in city center,21278821,Cenker,,Beyoglu,41.03086,28.97407,Entire home/apt,471,4,41,2020-12-21,0.78,1,334,0,
18695745,1 bedroom furnished apartment-KozaPark for rent,129824048,Reham,,Esenyurt,41.06023,28.66632,Entire home/apt,361,4,1,2018-07-09,0.02,1,363,0,
18703965,Sweet & cozy home in Kadıköy-yeldeğirmeni,130032836,Gani,,Kadikoy,40.99499,29.0324,Entire home/apt,390,3,21,2021-09-16,0.92,1,11,15,
18711459,Room With Balcony in Cihangir 5 min to Taksim,128093488,Enes,,Beyoglu,41.03095,28.98054,Entire home/apt,641,1,0,,,5,0,0,
18712781,2+1 home Eyüp Sultan,130108738,Taner,,Eyup,41.04299,28.92419,Private room,358,3,0,,,1,179,0,
18714561,Private Room in the City Center of Istanbul,130124903,İsa,,Fatih,41.01391,28.92445,Private room,100,1,0,,,1,181,0,
18718768,Private room in Beyoğlu,130159758,Hülya,,Beyoglu,41.04249,28.97362,Private room,103,2,1,2020-01-04,0.04,1,333,0,
18727061,"4 Bedroom House, En-suites, Pool and Roof Terrace",3622193,Mehmet,,Tuzla,40.81888,29.27806,Entire home/apt,2907,1,95,2021-12-04,1.78,1,353,28,
18738250,Special Loft with Bosphorus and Modern City View,12720475,Bora,,Besiktas,41.05554,29.00364,Entire home/apt,571,2,1,2017-08-16,0.02,1,365,0,
18739682,Old City Brand New SPACIOUS with Balcony,1542021,İlhan,,Fatih,41.00551,28.96723,Entire home/apt,1396,2,23,2021-10-02,0.43,7,285,1,
18764367,avrasya hostel the place to be when in istanbul,130559246,Murat,,Fatih,41.00734,28.97803,Private room,758,1,8,2019-06-15,0.14,7,365,0,
18769668,"Languages we use, russian, malaysia,",130585353,Mehmet Ali Görcegez,,Fatih,41.00495,28.97249,Private room,700,2,0,,,5,358,0,
18775616,Private Room Near to Seaside,130655277,Cem,,Maltepe,40.91116,29.13858,Private room,121,2,1,2017-10-20,0.02,1,87,0,
18780165,İstanbul un kalbindeki rahatlık,130701452,Suat,,Sisli,41.05915,28.99375,Private room,206,1,0,,,1,364,0,
18797676,Best Location Comfortable Flat,58137779,Yusuf,,Kadikoy,40.99517,29.03383,Entire home/apt,552,5,6,2020-10-12,0.13,2,0,0,
18802379,Tuncay,88701761,Tuncay,,Fatih,41.01542,28.93006,Private room,500,1,0,,,1,179,0,
18803872,Historic flat& 3br&high ceilings near Galata Tower,77955791,Kardelen,,Beyoglu,41.0275,28.97619,Entire home/apt,478,1,177,2021-12-27,3.25,2,263,34,
18816777,Central Located Flat in Cihangir for 2 people,2194576,Damla,,Beyoglu,41.02962,28.98561,Entire home/apt,478,3,12,2021-12-03,0.23,1,35,1,
18830092,İstabnbul / şişli / Harbiyede 150 metre ev,131125991,Kenan,,Sisli,41.04847,28.98563,Entire home/apt,361,1,3,2018-07-09,0.07,1,359,0,
18832931,Two Bedroom Flat in Cihangir with Balcony,128093488,Enes,,Beyoglu,41.03126,28.98049,Private room,1166,1,0,,,5,286,0,
18837767,Super Chill Flat in Galata,16525772,Busra,,Beyoglu,41.02724,28.97522,Private room,412,2,19,2021-10-11,0.34,4,54,3,
18864035,Sweet and quiet place nearby Abbasağa Park,131430389,Anıl,,Besiktas,41.05064,29.00373,Private room,100,7,0,,,1,0,0,
18864836,Fresh residential flat in Sisli Elysium,666066,Ali,,Sisli,41.05831,28.98196,Hotel room,876,30,7,2018-09-28,0.13,11,178,0,
18881058,sightseeing&near to the shopping malls-airport,131573919,Murat,,Bagcilar,41.03544,28.81498,Entire home/apt,721,1,0,,,2,365,0,
18895838,Two Bedroom Family Suite and breakfast,98343669,Oktay,,Fatih,41.00659,28.97397,Private room,1129,1,6,2021-08-10,0.16,4,120,1,
18902594,Quiet & Easily accessible location: Küçükyalı,37689623,Evren,,Maltepe,40.94612,29.11683,Private room,171,3,6,2021-03-13,0.15,2,363,1,
18913892,Cozy apartment / perfect place for digital nomads,21033996,Gizem,,Maltepe,40.95338,29.10822,Entire home/apt,400,5,46,2021-11-15,0.84,2,345,2,
18914540,Only for girls!!!Nice room   near Taksim,131826604,Kristina,,Sisli,41.07519,28.99574,Private room,900,1,1,2018-07-24,0.02,1,365,0,
18933089,"Dream duplex apartment at Etiler, Istanbul",63266281,Berfin,,Besiktas,41.08178,29.0359,Entire home/apt,1288,2,3,2017-06-27,0.05,1,181,0,
18951416,New Apt Heart of Old City Istanbul,1542021,İlhan,,Fatih,41.00551,28.96723,Entire home/apt,1143,2,11,2020-03-16,0.23,7,293,0,
18952274,Brand NEW Old city center with Terrace,1542021,İlhan,,Fatih,41.00551,28.96723,Entire home/apt,946,2,13,2021-10-11,0.29,7,290,2,
18954275,you will be as in  your home. Yabancı olmalı.,43357129,Hayrettin,,Gaziosmanpasa,41.07417,28.90087,Private room,400,1,2,2019-05-14,0.05,1,179,0,
18959983,"COSY FLAT NEXT to ACIBADEM,METRO,METROBUS CEVAHIR",12235098,Zahid,,Sisli,41.05737,28.99511,Entire home/apt,4121,250,7,2018-08-01,0.13,2,364,0,
18969730,Bosphorus & Historic View in Cihangir,4584311,Evren Emrah,,Beyoglu,41.03048,28.98672,Entire home/apt,1619,3,81,2021-12-04,1.46,3,322,15,
18985251,Fancy Suite Room with Kitchenette in No:11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03171,28.97584,Hotel room,700,1,1,2018-03-25,0.02,7,359,0,
18991169,A private room in my modern and cozy home : ),45554044,Meryem,,Fatih,41.00992,28.93222,Private room,196,1,0,,,3,91,0,
18992889,An Authentic Private Room with a garden view : ),45554044,Meryem,,Fatih,41.01268,28.93334,Private room,196,1,0,,,3,90,0,
19013730,Familly Room,105932424,Mehmet,,Fatih,41.00861,28.97494,Private room,1649,1,0,,,7,364,0,
19014400,Entire flat close to historical neighbourhood,66063147,Merve,,Fatih,41.01579,28.93106,Entire home/apt,350,3,10,2019-09-01,0.21,1,38,0,
19059572,Cozy Rooms in Bostanci/Kadikoy near Bagdat st.,27486045,Ali,,Kadikoy,40.95673,29.09288,Private room,380,1,1,2017-10-19,0.02,2,178,0,
19062991,CLOSE TO SAW(airport),96956926,Ahmet,,Pendik,40.87319,29.3076,Private room,309,1,0,,,1,365,0,
19063034,AMAZING TERRACE STUDIO WITH A VIEW ON THE OLD CITY,72666837,Axel,,Beyoglu,41.02576,28.97452,Entire home/apt,338,3,7,2018-06-22,0.13,4,332,0,
19064889,Galata Central Home,8745151,Ahu,,Beyoglu,41.02546,28.97516,Entire home/apt,933,5,10,2018-08-08,0.22,1,358,0,
19066419,Fantastic Flat as Comfort Zone for Your Vacations,45554044,Meryem,,Fatih,41.01296,28.93225,Private room,258,1,0,,,3,87,0,
19079873,Dublex House with lovely view,133226550,Aslı,,Adalar,40.8776,29.09534,Entire home/apt,456,6,21,2021-09-24,0.40,1,173,3,
19081334,"FURNISHED FLAT WITH AC, WIFI, KITCHEN",47692011,Güneş,,Esenyurt,41.00052,28.69468,Entire home/apt,679,1,2,2021-11-22,0.41,12,363,2,
19083133,AVCILAR LUX SUIT FLATS,47692011,Güneş,,Esenyurt,41.0021,28.69185,Hotel room,679,2,1,2019-01-30,0.03,12,363,0,
19090971,Superior room with private terrace,101934555,Linda,,Fatih,41.00468,28.97702,Private room,700,1,0,,,1,364,0,
19091751,"Centrally, peaceful and calm place in Besiktas",132487227,Zeynep Cansu,,Besiktas,41.04983,29.00433,Entire home/apt,650,2,21,2021-09-25,0.38,1,168,5,
19130746,Stunning  1B Apt with Amazing Bosphorus view,76368690,İlkan,,Beyoglu,41.02677,28.97628,Entire home/apt,1009,1,91,2021-12-29,1.66,10,360,20,
19138429,Seaside house close to Istanbul in Kumburgaz,133777828,Ersoy,,Buyukcekmece,41.03163,28.44971,Private room,895,7,1,2021-09-01,0.25,1,365,1,
19147933,"Rooms in a multicultural, calm, safe&trendy area",45119408,Lydia,,Beyoglu,41.0311,28.98826,Private room,641,100,5,2017-07-15,0.09,1,0,0,
19168351,2B 1  BEST LOCATION!!,2231981,Adar,,Fatih,41.0071,28.98014,Private room,313,2,11,2019-04-26,0.22,13,362,0,
19170373,"Great Bosphorus view Arnavutkoy apt, best location",3500242,Wish,,Besiktas,41.06753,29.04446,Entire home/apt,1166,3,12,2018-12-28,0.22,1,344,0,
19188529,1B Apartment in our Arts Project Building,76368690,İlkan,,Beyoglu,41.02742,28.97636,Entire home/apt,815,1,126,2021-12-27,2.30,10,325,41,
19244141,we hospitable.we want to learn englsh.mywife and i,69992876,Sunay,,Fatih,41.00492,28.93687,Private room,175,1,5,2019-05-28,0.11,1,365,0,
19246207,"Lux New Suite with Swimming pool, Kitchen",47692011,Güneş,,Esenyurt,41.00208,28.68994,Entire home/apt,427,2,0,,,12,363,0,
19254352,private room in a cosy apartment with a terrace,60343651,Canan,,Beyoglu,41.04398,28.97657,Private room,280,4,2,2018-04-09,0.04,1,365,0,
19264895,Perfect Located Triplex Villa Zekeriyakoy,76606911,Cengiz,,Sariyer,41.21945,29.03218,Entire home/apt,5648,7,0,,,25,365,0,
19267963,Heart of Anatolian Side,134918270,Deniz,,Kadikoy,40.97575,29.07971,Private room,505,2,1,2017-08-02,0.02,1,180,0,
19268970,Private Pool Fourlex Villa Zekeriyakoy,76606911,Cengiz,,Sariyer,41.19994,29.02477,Entire home/apt,10166,7,0,,,25,365,0,
19283731,Sisli Home,135046622,Mzhar,,Sisli,41.04583,28.98351,Entire home/apt,800,3,0,,,1,90,0,
19304427,Bay Windows Apartment,17709337,Ali,,Beyoglu,41.02644,28.97553,Entire home/apt,525,7,96,2021-12-24,1.75,6,332,2,
19306193,Cozy Flat in Taksim / Cukurcuma,116186199,Ilayda E.,,Beyoglu,41.03139,28.98145,Entire home/apt,350,1,105,2021-11-12,1.91,1,350,6,
19314758,Günlük Kaçamak ve Kısa Tatil için Eviniz.,135274470,Cihat,,Eyup,41.27127,28.8916,Private room,393,25,4,2018-06-20,0.07,1,362,0,
19328437,stay like a local in this cozy flat,1637874,Elena,,Beyoglu,41.03745,28.9803,Entire home/apt,327,2,19,2021-09-25,0.36,1,319,2,
19342177,Mini Economic Flat Central&History/istanbul,67359125,Eminönü,,Beyoglu,41.03555,28.9729,Entire home/apt,280,2,183,2021-12-04,3.33,6,356,25,
19345531,Private Villa with Private Pool 6BR,76606911,Cengiz,,Sariyer,41.20941,29.02144,Entire home/apt,10279,2,0,,,25,363,0,
19346485,Royal Villa 7 Bedrooms Hamam Sauna Pool,76606911,Cengiz,,Sariyer,41.19781,29.01301,Entire home/apt,14571,1,1,2018-03-21,0.02,25,364,0,
19352417,DİKÇATI PANSİYON ŞİLE,135612239,Dikçatı Pansiyon / Hostel Şile,,Sile,41.17391,29.62437,Private room,314,1,24,2021-12-27,0.44,3,365,1,
19354864,"Cozy, new and lux home in the heart of istanbul",17541002,Murat,,Besiktas,41.05812,29.00327,Private room,350,1,0,,,1,180,0,
19355315,Private big houses in sultanahmet,135641836,Nebi,,Fatih,41.00535,28.98158,Entire home/apt,948,1,0,,,1,365,0,
19359010,Antique Studio In City Center Of Istanbul,133135274,Filiz,,Sisli,41.04921,28.9783,Entire home/apt,315,7,0,,,1,90,0,
19370259,Nice room in a historical building in Beyoğlu,105235704,Selen,,Beyoglu,41.0316,28.9802,Private room,138,6,4,2018-08-31,0.08,4,1,0,
19379377,So close metrobus station,64054377,Alican,,Avcilar,40.99781,28.70116,Private room,226,1,1,2020-11-09,0.07,1,355,0,
19380048,Kiralık oda,106683923,Onur,,Sisli,41.07643,28.99255,Private room,100,1,1,2017-09-30,0.02,1,303,0,
19385440,Меблированная квартира посуточно,8602323,Lali,,Beyoglu,41.03967,28.98281,Entire home/apt,246,14,27,2021-10-22,0.73,5,220,1,
19386724,Clean Flat in Nostalgic Kuzguncuk,48206286,Ziya,,Uskudar,41.03372,29.03078,Entire home/apt,515,3,0,,,2,362,0,
19396375,Calm flat in SariBelde,53569116,Linda,,Umraniye,41.01028,29.1884,Private room,350,2,0,,,1,365,0,
19410842,BELLA BOAT KADIKOY FENERBAHCE,126994145,Erkan,,Kadikoy,40.97016,29.03797,Entire home/apt,618,2,26,2021-09-15,0.52,1,180,3,
19421661,⭐ Garden Villa w/Sea View and All Amenities,9991859,Ilker,,Sariyer,41.08925,29.05242,Entire home/apt,1270,3,104,2021-11-21,2.12,1,348,22,
19437741,2 rooms Connecting  private suites in Nisantasi,100521463,Necati,,Sisli,41.05567,28.98804,Private room,1166,1,1,2019-06-20,0.03,9,363,0,
19438244,63 m2 Connecting penthouse suite in nisantasi,100521463,Necati,,Sisli,41.05532,28.98963,Private room,1283,1,0,,,9,361,0,
19446872,Ferah bir oda Ataşehirde,119583353,Süleyman,,Umraniye,40.99914,29.13492,Private room,100,1,1,2019-10-20,0.04,2,89,0,
19451013,Private L room in the Chambers of the Boheme,136388238,Ahmet,,Beyoglu,41.03508,28.98305,Private room,583,1,1,2018-08-14,0.02,7,332,0,
19460982,Small Apartment With A Panoramic View,4656851,Selchuk,,Zeytinburnu,41.01401,28.9093,Private room,508,2,0,,,1,365,0,
19493639,M room with a shower in the Chambers of the Boheme,136388238,Ahmet,,Beyoglu,41.035,28.98303,Shared room,152,1,3,2019-07-27,0.06,7,361,0,
19494088,Private N room  in the Chambers of the Boheme,136388238,Ahmet,,Beyoglu,41.03506,28.983,Private room,583,1,0,,,7,361,0,
19494236,A private room for 3 in the Chambers of the Boheme,136388238,Ahmet,,Beyoglu,41.03508,28.98303,Private room,408,1,2,2019-08-15,0.05,7,361,0,
19495103,Female dorm in the Chambers of the Boheme,136388238,Ahmet,,Beyoglu,41.03508,28.98303,Shared room,128,1,1,2019-10-13,0.04,7,361,0,
19495213,Mixed 4 beds dorm in the Chambers of the Boheme,136388238,Ahmet,,Beyoglu,41.03501,28.98305,Shared room,117,1,9,2021-12-18,0.16,7,361,1,
19495342,12 people dorm in the Chambers of the Boheme,136388238,Ahmet,,Beyoglu,41.03508,28.98303,Shared room,105,1,3,2019-09-23,0.07,7,364,0,
19534666,MONTAGNA HERA HOTEL DOUBLE ROOM,137213369,Montagna Hera,,Sisli,41.04161,28.98108,Private room,616,1,4,2019-12-29,0.07,3,362,0,
19536496,MONTAGNA HERA HOTEL TWIN ROOM,137213369,Montagna Hera,,Sisli,41.04377,28.98128,Private room,616,1,1,2019-04-28,0.03,3,362,0,
19537203,MONTAGNA HERA HOTEL FAMILY ROOM,137213369,Montagna Hera,,Sisli,41.04371,28.98279,Private room,641,1,1,2019-08-26,0.03,3,362,0,
